Year,Sex,Race,Ideology,Political,Prestige,Sprestige,Mprestige,Dprestige,Socpos,Happymar,Happy,Opinion of family income
2004,Male,White,Extremely liberal,Strong democrat,38,61,31,47,3,Very happy,Very happy,Below average
2004,Female,White,Moderate,Independent,28,37,31,39,3,Pretty happy,Pretty happy,Below average
2004,Male,White,Conservative,Strong republican,43,33,25,34,3,Very happy,Pretty happy,Below average
2004,Male,White,Slghtly conservative,Strong republican,31,48,47,0,5,Pretty happy,Pretty happy,Average
2004,Female,White,Liberal,Independent,48,44,0,46,3,Very happy,Pretty happy,Below average
2004,Female,White,Slightly liberal,"Ind,near rep",64,53,47,60,5,Very happy,Very happy,Average
2004,Male,White,Extrmly conservative,Not str republican,51,31,47,40,7,Very happy,Pretty happy,Above average
2004,Male,White,Slghtly conservative,"Ind,near dem",65,60,37,31,7,Very happy,Pretty happy,Above average
2004,Male,White,Slghtly conservative,Not str republican,38,61,0,42,7,Very happy,Very happy,Above average
2004,Male,White,Extrmly conservative,Strong republican,43,43,0,0,5,Very happy,Pretty happy,Average
2004,Female,White,Slghtly conservative,Not str republican,39,45,0,24,7,Pretty happy,Pretty happy,Above average
2004,Male,White,Moderate,"Ind,near rep",59,48,61,74,7,Very happy,Very happy,Above average
2004,Female,White,Conservative,Not str republican,0,53,0,49,7,Very happy,Very happy,Above average
2004,Female,Black,Moderate,Strong democrat,32,48,0,0,3,Very happy,Very happy,Below average
2004,Male,White,Slghtly conservative,Not str democrat,35,38,0,45,3,Very happy,Pretty happy,Below average
2004,Male,White,Slightly liberal,Strong democrat,41,32,0,46,5,Pretty happy,Pretty happy,Average
2004,Female,White,Moderate,Not str democrat,31,31,0,36,5,Very happy,Very happy,Average
2004,Male,White,Moderate,Not str democrat,28,33,0,43,5,Pretty happy,Pretty happy,Average
2004,Female,Black,Moderate,Not str democrat,48,29,0,29,5,Very happy,Pretty happy,Average
2004,Male,Black,Moderate,Strong democrat,24,24,0,37,5,Very happy,Very happy,Average
2004,Female,Black,Moderate,Not str democrat,36,42,48,29,7,Pretty happy,Pretty happy,Above average
2004,Male,White,Slightly liberal,Not str republican,0,74,25,35,5,Pretty happy,Pretty happy,Average
2004,Male,White,Extrmly conservative,Not str democrat,33,47,27,35,5,Very happy,Pretty happy,Average
2004,Female,Black,Moderate,Not str democrat,39,46,25,47,5,Pretty happy,Pretty happy,Average
2004,Female,White,Slghtly conservative,Independent,61,39,31,66,5,Very happy,Not too happy,Average
2004,Male,White,Extrmly conservative,Strong republican,46,47,0,46,5,Very happy,Very happy,Average
2004,Male,White,Moderate,Not str democrat,62,48,31,31,5,Very happy,Not too happy,Average
2004,Female,Black,Moderate,Strong democrat,34,0,35,32,5,Very happy,Very happy,Average
2004,Male,White,Moderate,Strong republican,31,39,31,28,5,Very happy,Very happy,Average
2004,Male,White,Conservative,Strong republican,38,47,46,66,9,Very happy,Very happy,Far above average
2004,Female,White,Conservative,Strong democrat,69,45,0,44,3,Very happy,Very happy,Below average
2004,Female,Black,Moderate,Strong democrat,25,35,0,35,1,Very happy,Very happy,Far below average
2004,Female,White,Moderate,Not str republican,0,70,0,71,7,Very happy,Very happy,Above average
2004,Female,White,Slghtly conservative,Not str republican,0,39,0,0,5,Very happy,Very happy,Average
2004,Male,White,Slghtly conservative,"Ind,near rep",63,0,61,45,7,Pretty happy,Pretty happy,Above average
2004,Male,White,Conservative,Strong republican,35,61,35,35,7,Very happy,Pretty happy,Above average
2004,Female,White,Conservative,Independent,31,28,33,33,3,Very happy,Very happy,Below average
2004,Female,White,Liberal,"Ind,near rep",25,36,39,40,5,Pretty happy,Pretty happy,Average
2004,Male,White,Conservative,Strong republican,34,34,0,27,1,Very happy,Pretty happy,Far below average
2004,Male,White,Extrmly conservative,Strong democrat,56,47,22,0,3,Very happy,Very happy,Below average
2004,Female,White,Conservative,Not str republican,50,42,0,35,5,Very happy,Very happy,Average
2004,Female,White,Slghtly conservative,Not str democrat,39,44,0,46,7,Very happy,Very happy,Above average
2004,Male,White,Conservative,Strong republican,46,0,0,46,7,Pretty happy,Pretty happy,Above average
2004,Female,White,Extremely liberal,"Ind,near dem",38,53,31,66,7,Very happy,Very happy,Above average
2004,Female,White,Moderate,Not str republican,25,49,60,50,5,Very happy,Not too happy,Average
2004,Female,White,Moderate,Not str democrat,55,25,0,0,5,Pretty happy,Pretty happy,Average
2004,Female,Other,Slghtly conservative,"Ind,near dem",0,65,0,46,5,Very happy,Pretty happy,Average
2004,Female,Other,Conservative,Strong democrat,32,35,55,28,7,Pretty happy,Very happy,Above average
2004,Female,White,Slightly liberal,Not str republican,51,53,36,45,7,Pretty happy,Pretty happy,Above average
2004,Male,White,Moderate,Strong republican,35,35,0,35,5,Very happy,Very happy,Average
2004,Female,White,Conservative,Strong democrat,69,35,42,29,5,Very happy,Very happy,Average
2004,Female,Black,Slightly liberal,Strong democrat,28,28,25,27,5,Very happy,Very happy,Average
2004,Male,White,Slghtly conservative,Independent,45,28,0,38,5,Very happy,Pretty happy,Average
2004,Male,White,Moderate,Not str democrat,38,38,31,49,7,Pretty happy,Pretty happy,Above average
2004,Female,White,Moderate,"Ind,near dem",60,48,0,40,5,Very happy,Very happy,Average
2004,Female,White,Conservative,"Ind,near rep",40,38,0,38,3,Pretty happy,Pretty happy,Below average
2004,Female,White,Moderate,Strong democrat,25,49,32,0,3,Pretty happy,Pretty happy,Below average
2004,Male,Black,Moderate,Strong democrat,31,48,33,36,5,Pretty happy,Very happy,Average
2004,Female,White,Moderate,Strong republican,53,49,0,50,5,Very happy,Very happy,Average
2004,Female,White,Slightly liberal,Not str republican,31,76,45,48,7,Very happy,Pretty happy,Above average
2004,Female,Black,Extrmly conservative,Not str democrat,48,0,0,0,1,Not too happy,Not too happy,Far below average
2004,Male,Black,Slghtly conservative,Strong democrat,43,48,69,0,3,Very happy,Very happy,Below average
2004,Male,White,Moderate,Independent,73,0,0,0,3,Pretty happy,Pretty happy,Below average
2004,Male,Black,Conservative,Strong democrat,38,61,25,46,3,Pretty happy,Very happy,Below average
2004,Male,White,Extrmly conservative,Strong republican,34,61,38,46,7,Very happy,Very happy,Above average
2004,Male,White,Moderate,Independent,37,31,33,26,3,Pretty happy,Pretty happy,Below average
2004,Female,White,Conservative,"Ind,near dem",0,47,0,31,3,Very happy,Pretty happy,Below average
2004,Female,White,Moderate,Not str republican,31,31,0,0,3,Pretty happy,Not too happy,Below average
2004,Female,White,Conservative,Independent,0,41,0,44,1,Very happy,Pretty happy,Far below average
2004,Female,White,Moderate,Not str democrat,61,45,0,37,5,Very happy,Very happy,Average
2004,Male,White,Extrmly conservative,Strong republican,60,37,0,38,5,Pretty happy,Very happy,Average
2004,Female,White,Slghtly conservative,Independent,53,28,53,28,5,Very happy,Very happy,Average
2004,Male,White,Conservative,Not str democrat,50,46,47,40,5,Very happy,Very happy,Average
2004,Male,White,Moderate,Not str democrat,40,24,0,45,5,Very happy,Pretty happy,Average
2004,Female,White,Moderate,Strong republican,35,50,0,50,3,Very happy,Very happy,Below average
2004,Female,White,Conservative,Not str republican,48,42,45,40,3,Very happy,Very happy,Below average
2004,Male,White,Conservative,Not str republican,34,38,25,40,5,Very happy,Very happy,Average
2004,Female,White,Moderate,Strong democrat,32,28,28,40,3,Very happy,Pretty happy,Below average
2004,Female,White,Slghtly conservative,"Ind,near rep",48,44,0,0,3,Very happy,Pretty happy,Below average
2004,Female,Other,Extremely liberal,Other party,67,48,64,0,5,Very happy,Pretty happy,Average
2004,Female,White,Conservative,Independent,45,48,47,0,5,Pretty happy,Pretty happy,Average
2004,Female,White,Conservative,Independent,31,48,28,39,1,Very happy,Very happy,Far below average
2004,Male,Other,Slightly liberal,"Ind,near dem",61,0,24,39,5,Very happy,Pretty happy,Average
2004,Female,White,Moderate,"Ind,near dem",27,42,39,0,3,Pretty happy,Pretty happy,Below average
2004,Female,White,Extrmly conservative,Not str republican,50,73,49,70,3,Very happy,Very happy,Below average
2004,Female,White,Moderate,Not str republican,63,45,0,60,5,Pretty happy,Pretty happy,Average
2004,Male,White,Slghtly conservative,Not str democrat,61,45,47,40,7,Very happy,Very happy,Above average
2004,Male,White,Liberal,Strong democrat,46,46,32,46,5,Pretty happy,Pretty happy,Average
2004,Male,White,Moderate,Independent,42,0,0,28,5,Very happy,Very happy,Average
2004,Male,White,Moderate,Independent,42,22,33,27,5,Very happy,Pretty happy,Average
2004,Male,White,Conservative,Strong republican,42,0,0,46,5,Very happy,Very happy,Average
2004,Male,White,Conservative,Strong republican,38,46,38,39,5,Pretty happy,Not too happy,Average
2004,Female,White,Conservative,Not str republican,47,37,0,46,7,Very happy,Pretty happy,Above average
2004,Male,White,Conservative,Strong republican,74,61,61,53,7,Very happy,Very happy,Above average
2004,Female,White,Slightly liberal,Not str democrat,53,50,64,60,9,Very happy,Pretty happy,Far above average
2004,Female,White,Moderate,"Ind,near dem",69,18,0,38,3,Very happy,Pretty happy,Below average
2004,Female,Other,Extrmly conservative,Not str republican,31,48,0,42,7,Very happy,Very happy,Above average
2004,Male,White,Slghtly conservative,Not str republican,35,35,33,28,3,Very happy,Very happy,Below average
2004,Female,White,Slghtly conservative,"Ind,near rep",38,39,0,73,5,Very happy,Very happy,Average
2004,Male,White,Moderate,Strong democrat,17,49,0,42,7,Very happy,Very happy,Above average
2004,Female,White,Moderate,Independent,41,28,0,0,5,Very happy,Pretty happy,Average
2004,Male,White,Slghtly conservative,Independent,63,45,0,46,5,Very happy,Pretty happy,Average
2004,Male,White,Slightly liberal,Independent,53,64,32,50,7,Very happy,Not too happy,Above average
2004,Male,Other,Extrmly conservative,Not str democrat,33,42,48,28,3,Very happy,Pretty happy,Below average
2004,Male,White,Moderate,Not str democrat,28,32,0,46,5,Pretty happy,Pretty happy,Average
2004,Male,White,Conservative,Strong democrat,38,60,0,34,3,Very happy,Not too happy,Below average
2004,Male,White,Moderate,Strong republican,35,54,0,64,3,Very happy,Very happy,Below average
2004,Female,White,Moderate,"Ind,near rep",64,73,33,70,5,Pretty happy,Pretty happy,Average
2004,Male,White,Liberal,"Ind,near dem",43,0,31,0,3,Pretty happy,Pretty happy,Below average
2004,Female,White,Extrmly conservative,"Ind,near rep",38,53,47,27,3,Pretty happy,Pretty happy,Below average
2004,Male,Other,Moderate,Not str republican,35,64,35,64,7,Very happy,Pretty happy,Above average
2004,Male,White,Slightly liberal,Not str democrat,38,38,0,53,7,Pretty happy,Very happy,Above average
2006,Female,Other,Moderate,Not str democrat,46,34,35,0,5,Pretty happy,Pretty happy,Average
2006,Female,White,Moderate,Independent,39,35,31,66,3,Very happy,Very happy,Below average
2006,Female,Other,Slightly liberal,Independent,35,47,0,72,5,Pretty happy,Pretty happy,Average
2006,Female,Black,Moderate,Not str democrat,31,51,25,0,5,Very happy,Pretty happy,Average
2006,Female,White,Moderate,Independent,38,31,0,0,5,Very happy,Very happy,Average
2006,Male,White,Moderate,Independent,38,48,33,0,3,Pretty happy,Pretty happy,Below average
2006,Male,White,Moderate,"Ind,near dem",46,36,61,59,5,Very happy,Pretty happy,Average
2006,Male,White,Moderate,Independent,36,38,0,32,5,Pretty happy,Pretty happy,Average
2006,Female,White,Slightly liberal,Strong democrat,31,38,0,33,3,Pretty happy,Very happy,Below average
2006,Female,White,Moderate,Strong democrat,59,47,47,70,7,Very happy,Pretty happy,Above average
2006,Female,Other,Moderate,Independent,36,24,0,43,5,Very happy,Very happy,Average
2006,Female,Other,Slghtly conservative,Strong republican,61,60,38,66,5,Very happy,Very happy,Average
2006,Female,Other,Moderate,Not str democrat,0,21,0,0,5,Very happy,Very happy,Average
2006,Female,Other,Moderate,Independent,0,60,0,49,5,Pretty happy,Pretty happy,Average
2006,Male,Other,Liberal,Not str democrat,49,0,0,50,5,Very happy,Very happy,Average
2006,Male,Other,Moderate,"Ind,near dem",46,0,0,31,5,Pretty happy,Pretty happy,Average
2006,Female,White,Extrmly conservative,Strong republican,59,43,0,0,5,Pretty happy,Pretty happy,Average
2006,Male,White,Moderate,Independent,60,0,0,42,5,Very happy,Very happy,Average
2006,Male,Other,Conservative,Strong democrat,50,47,48,48,5,Pretty happy,Pretty happy,Average
2006,Female,White,Moderate,Not str republican,47,53,0,43,5,Very happy,Very happy,Average
2006,Female,Other,Moderate,Independent,74,57,0,80,7,Very happy,Very happy,Above average
2006,Female,White,Slightly liberal,Independent,24,37,0,27,3,Pretty happy,Pretty happy,Below average
2006,Male,White,Moderate,"Ind,near dem",33,25,0,46,5,Very happy,Very happy,Average
2006,Male,White,Slightly liberal,"Ind,near dem",26,26,42,42,3,Very happy,Pretty happy,Below average
2006,Female,White,Moderate,Strong democrat,56,44,32,38,7,Very happy,Very happy,Above average
2006,Female,White,Conservative,Strong republican,45,39,0,46,7,Very happy,Pretty happy,Above average
2006,Male,White,Slightly liberal,Not str democrat,69,71,64,69,5,Pretty happy,Pretty happy,Average
2006,Male,White,Slightly liberal,"Ind,near dem",60,46,0,58,9,Pretty happy,Pretty happy,Far above average
2006,Male,White,Slightly liberal,Strong democrat,74,35,47,50,7,Very happy,Pretty happy,Above average
2006,Female,White,Liberal,Independent,70,48,48,32,5,Very happy,Very happy,Average
2006,Male,White,Moderate,Independent,63,80,80,70,5,Very happy,Pretty happy,Average
2006,Female,Other,Moderate,Independent,32,33,0,33,5,Very happy,Very happy,Average
2006,Male,Other,Slghtly conservative,Not str democrat,49,64,0,45,5,Very happy,Pretty happy,Average
2006,Male,White,Conservative,Not str republican,42,38,47,33,7,Pretty happy,Pretty happy,Above average
2006,Male,White,Conservative,Strong republican,53,32,0,35,5,Very happy,Pretty happy,Average
2006,Male,White,Moderate,Not str democrat,49,29,42,31,5,Very happy,Very happy,Average
2006,Male,White,Moderate,"Ind,near rep",53,38,0,46,7,Pretty happy,Pretty happy,Above average
2006,Male,White,Slghtly conservative,Not str republican,47,64,64,25,7,Very happy,Pretty happy,Above average
2006,Female,White,Moderate,Independent,73,38,0,31,5,Very happy,Very happy,Average
2006,Male,Other,Moderate,"Ind,near dem",48,80,0,59,5,Pretty happy,Pretty happy,Average
2006,Male,White,Conservative,Strong republican,39,0,0,33,5,Very happy,Very happy,Average
2006,Female,White,Extrmly conservative,Strong republican,45,45,47,28,7,Very happy,Very happy,Above average
2006,Female,White,Slghtly conservative,Not str democrat,31,35,0,35,5,Very happy,Very happy,Average
2006,Female,Black,Slightly liberal,Strong democrat,64,65,49,28,5,Very happy,Pretty happy,Average
2006,Male,White,Liberal,Strong democrat,51,61,0,42,7,Very happy,Very happy,Above average
2006,Female,White,Moderate,Independent,48,44,32,28,3,Pretty happy,Pretty happy,Below average
2006,Male,White,Slghtly conservative,"Ind,near dem",42,0,47,59,3,Very happy,Pretty happy,Below average
2006,Male,White,Moderate,Not str republican,49,61,0,42,5,Very happy,Very happy,Average
2006,Male,White,Slightly liberal,Not str democrat,65,65,38,39,5,Very happy,Very happy,Average
2006,Male,White,Moderate,Independent,38,64,0,31,5,Very happy,Pretty happy,Average
2006,Male,White,Extremely liberal,Strong democrat,72,69,0,53,7,Very happy,Very happy,Above average
2006,Female,White,Moderate,"Ind,near dem",61,70,60,35,7,Pretty happy,Pretty happy,Above average
2006,Female,White,Moderate,Independent,37,44,0,49,3,Pretty happy,Not too happy,Below average
2006,Male,White,Moderate,Strong democrat,38,0,0,49,5,Very happy,Very happy,Average
2006,Male,White,Moderate,"Ind,near rep",27,28,32,34,5,Very happy,Pretty happy,Average
2006,Female,White,Slghtly conservative,Not str republican,46,64,32,35,5,Not too happy,Pretty happy,Average
2006,Female,White,Conservative,"Ind,near rep",61,38,37,49,7,Very happy,Pretty happy,Above average
